Load History,Distance to Task,Total Distance Travelled,Suitability
10.0,12.0,31.0,3.110939303736134
1.0,0.0,23.0,6.8277068916917445
7.0,22.0,13.0,3.0920985087651753
4.0,2.0,23.0,6.042655093466161
8.0,6.0,23.0,4.8555550822673395
3.0,22.0,32.0,3.0546932883676963
7.0,11.0,24.0,4.11584885162483
8.0,2.0,32.0,4.592079518164092
10.0,9.0,48.0,3.174286677151202
0.0,11.0,22.0,5.35387772411171
6.0,17.0,23.0,2.8814241818765653
6.0,3.0,20.0,5.63253445307379
1.0,17.0,7.0,5.150752304947983
5.0,0.0,25.0,5.607632633616263
8.0,4.0,45.0,4.07198548806452
7.0,21.0,31.0,1.8928436335481735
1.0,2.0,40.0,5.374536019893677
1.0,10.0,13.0,6.518556491834797
9.0,16.0,6.0,3.2961758227350924
3.0,6.0,44.0,4.581863046517841
2.0,12.0,6.0,6.226698420167953
0.0,14.0,4.0,5.949773635773087
1.0,8.0,46.0,4.567801040007664
3.0,22.0,37.0,2.968674069028007
4.0,7.0,8.0,6.158023008376404
6.0,3.0,2.0,6.442351274344775
8.0,10.0,38.0,3.7423217380512876
9.0,14.0,3.0,3.6796012208367928
7.0,6.0,29.0,4.731509984888363
9.0,25.0,27.0,1.9346654107369095
10.0,4.0,28.0,4.572674520649136
8.0,5.0,1.0,5.316403179316971
4.0,19.0,8.0,4.460618930433174
8.0,4.0,22.0,5.096118621093893
6.0,2.0,36.0,4.809771645283628
2.0,7.0,0.0,7.057890238158996
2.0,8.0,47.0,4.332865480807294
2.0,22.0,10.0,3.681383492488647
10.0,25.0,37.0,1.8599014761053259
2.0,6.0,49.0,4.494472939381198
2.0,12.0,21.0,5.063765892896707
3.0,10.0,14.0,5.348531254153895
2.0,23.0,2.0,3.4716258126080985
9.0,14.0,37.0,2.440857446510643
0.0,12.0,33.0,4.515831820457868
8.0,20.0,8.0,2.7525924702100495
3.0,7.0,34.0,5.0278133662285995
10.0,25.0,48.0,1.8968351361997395
10.0,6.0,20.0,4.443267747510041
4.0,5.0,16.0,5.892882233004357
7.0,10.0,25.0,4.275865730050061
3.0,25.0,30.0,3.0215516152660955
8.0,23.0,13.0,2.6885407255261784
10.0,25.0,50.0,1.8981481481481481
8.0,25.0,7.0,2.6333284099926435
4.0,12.0,49.0,3.250998220560262
10.0,15.0,36.0,1.8540564373897703
1.0,4.0,6.0,7.595948285740128
3.0,23.0,28.0,3.036422824540669
6.0,22.0,11.0,3.3004758667573073
2.0,7.0,20.0,5.789522324097831
2.0,22.0,19.0,3.681383492488648
9.0,9.0,13.0,4.213032006387922
7.0,25.0,35.0,1.8330069876372574
9.0,0.0,13.0,5.097423527476098
9.0,16.0,50.0,1.8867924528301883
10.0,22.0,8.0,2.1799598859855185
4.0,19.0,14.0,4.211324952011323
8.0,14.0,27.0,2.731455579040437
1.0,17.0,44.0,3.1586956633308176
1.0,10.0,44.0,4.5261737270151405
1.0,15.0,7.0,5.577412567030794
9.0,7.0,30.0,4.251803081844448
8.0,19.0,29.0,2.0529240602938366
2.0,5.0,36.0,5.234980571841606
3.0,13.0,42.0,3.6557146327910854
7.0,15.0,8.0,3.4001251802129993
7.0,9.0,22.0,4.562720432960739
8.0,9.0,3.0,5.012780078748667
4.0,17.0,38.0,2.8858197704517305
0.0,5.0,7.0,7.590132880463353
9.0,25.0,9.0,2.023201198683311
6.0,15.0,26.0,2.715083472604093
10.0,21.0,38.0,1.8650121479656434
1.0,3.0,14.0,7.536127722216494
7.0,20.0,46.0,1.8366059714833556
5.0,25.0,46.0,1.4055973266499584
3.0,10.0,17.0,5.132737097133768
6.0,4.0,20.0,5.558664153546925
5.0,2.0,22.0,5.833501986080959
2.0,16.0,39.0,3.3612285370534143
0.0,22.0,43.0,2.329283424223098
6.0,7.0,9.0,5.621444394151568
1.0,7.0,4.0,7.799758854333123
0.0,15.0,4.0,5.632375285389844
7.0,5.0,43.0,4.349341350296191
0.0,3.0,49.0,4.950922919672919
1.0,6.0,15.0,6.80407307668768
2.0,8.0,27.0,5.373746794414052
9.0,25.0,34.0,1.8398125882667273
7.0,3.0,34.0,4.642249929289449
10.0,6.0,39.0,3.952025692333983
4.0,21.0,24.0,3.385839168006272
4.0,10.0,6.0,5.867548614886174
8.0,20.0,18.0,2.8697942845065123
4.0,24.0,5.0,3.4812301239292385
8.0,4.0,31.0,4.572755442036721
8.0,7.0,11.0,4.85413177072633
0.0,13.0,22.0,5.085152237791713
6.0,18.0,29.0,2.183133661195935
6.0,23.0,49.0,1.709248378415947
6.0,24.0,10.0,3.2907210924452297
1.0,18.0,34.0,3.2628416317527287
0.0,5.0,7.0,7.590132880463353
0.0,25.0,11.0,3.4235150528885274
9.0,25.0,43.0,1.88165905631659
5.0,24.0,7.0,3.407776758877171
6.0,15.0,0.0,3.796371025775582
3.0,6.0,31.0,5.30036669603221
5.0,20.0,30.0,2.5173394368150914
2.0,4.0,46.0,4.701821937469212
2.0,18.0,47.0,2.984464374371704
7.0,23.0,31.0,1.8464745601439867
10.0,6.0,22.0,4.443267747510041
1.0,20.0,9.0,4.472276915881153
3.0,20.0,1.0,4.485663115967339
5.0,0.0,16.0,6.349961274677614
6.0,13.0,39.0,2.930158082637021
0.0,11.0,32.0,4.858296955581135
0.0,6.0,15.0,6.98162181777186
1.0,3.0,42.0,5.178270615585918
6.0,16.0,27.0,2.586597681891432
8.0,20.0,23.0,2.724889847808072
6.0,2.0,9.0,6.419187381451532
10.0,16.0,46.0,1.8928614999847497
9.0,23.0,48.0,1.8888431199349733
6.0,16.0,23.0,2.936981469744289
7.0,24.0,14.0,3.0622045980840213
3.0,12.0,38.0,3.9808508613058904
5.0,0.0,3.0,7.081153156404115
7.0,6.0,12.0,5.281897401686381
0.0,20.0,35.0,3.1259309063909315
3.0,7.0,7.0,6.28624903757549
9.0,9.0,9.0,4.370097388182948
0.0,2.0,33.0,5.9669091262079315
4.0,16.0,0.0,4.939003795130827
4.0,22.0,13.0,3.54406005846809
6.0,2.0,50.0,4.655397938535288
0.0,20.0,4.0,4.521691934130604
10.0,15.0,26.0,2.3018776298082484
2.0,4.0,49.0,4.687960038256968
2.0,15.0,4.0,5.569476819476819
10.0,10.0,21.0,3.525493347205579
3.0,16.0,38.0,3.1405545662385626
7.0,4.0,39.0,4.473051273805039
6.0,14.0,17.0,3.629128950584715
2.0,22.0,24.0,3.681383492488648
8.0,24.0,45.0,1.8695987654320985
3.0,1.0,10.0,7.298898776370212
8.0,21.0,38.0,1.9246842526928762
1.0,24.0,22.0,3.4181020674699973
6.0,23.0,14.0,3.1094902069226786
9.0,22.0,47.0,1.8913632342982434
10.0,5.0,42.0,3.836529804095177
2.0,6.0,48.0,4.497174742522092
9.0,8.0,24.0,4.069671074892801
0.0,21.0,23.0,4.049912490436001
9.0,19.0,23.0,2.671969231294064
9.0,19.0,20.0,2.8890808299418387
7.0,14.0,46.0,2.4607431313826758
7.0,18.0,28.0,2.320514870482891
2.0,10.0,26.0,5.08151078912303
3.0,3.0,19.0,6.434159834647838
0.0,24.0,26.0,3.3983254359668638
4.0,7.0,1.0,6.796743740913207
3.0,4.0,45.0,4.758646337467135
5.0,9.0,0.0,5.898975359504527
6.0,7.0,32.0,4.523514399800233
2.0,4.0,9.0,6.410204275607563
3.0,8.0,15.0,5.398668592613773
2.0,0.0,10.0,7.277243235272432
5.0,9.0,10.0,5.405614166494504
10.0,5.0,36.0,4.168746244775027
10.0,3.0,40.0,4.049677093713479
6.0,9.0,35.0,4.079048645320197
5.0,18.0,32.0,2.6527206973596225
2.0,5.0,31.0,5.6366352476948665
9.0,18.0,42.0,1.8965814934966212
7.0,22.0,32.0,1.8627910611032976
3.0,13.0,28.0,4.01617443498269
5.0,5.0,25.0,5.397229213974687
8.0,8.0,5.0,5.062598924743215
0.0,22.0,49.0,2.1750701633536713
9.0,12.0,14.0,3.7422795535863034
3.0,14.0,25.0,4.109253232599305
6.0,13.0,36.0,3.047709923664121
6.0,4.0,3.0,6.371074879227053
9.0,13.0,9.0,3.8328449153390274
9.0,12.0,17.0,3.518345302532261
5.0,8.0,18.0,5.041203641741777
3.0,8.0,3.0,6.655423224470909
9.0,15.0,40.0,1.8911156514434515
5.0,13.0,16.0,4.179533285547099
10.0,6.0,21.0,4.443267747510041
2.0,23.0,29.0,3.2887315419995153
2.0,2.0,24.0,6.601999507302022
1.0,16.0,41.0,3.3313595767796835
8.0,25.0,41.0,1.86656498428545
7.0,0.0,46.0,4.458354421189077
6.0,8.0,27.0,4.594171696384308
7.0,21.0,23.0,2.668868654213938
6.0,18.0,34.0,2.019029948418427
2.0,5.0,47.0,4.573235214831961
0.0,6.0,36.0,5.50949376687191
6.0,15.0,29.0,2.3464508697676174
0.0,11.0,12.0,6.482313970939563
1.0,3.0,17.0,7.459580596016389
2.0,1.0,17.0,7.137386339636659
1.0,23.0,39.0,2.7156060302498335
1.0,21.0,0.0,4.257995537270851
9.0,6.0,38.0,4.032015386097135
0.0,18.0,35.0,3.2232109862039566
0.0,9.0,10.0,6.973739358711802
4.0,17.0,28.0,3.357319144448712
7.0,16.0,16.0,3.2371564326444178
6.0,4.0,29.0,5.032098089327005
0.0,1.0,20.0,7.167392462613557
0.0,18.0,14.0,4.983378551645897
5.0,24.0,25.0,2.381096619390397
10.0,24.0,27.0,1.720310292756588
1.0,16.0,8.0,5.354825666290244
3.0,14.0,28.0,3.7301958517848783
7.0,6.0,12.0,5.281897401686381
2.0,23.0,3.0,3.4716258126080985
8.0,2.0,15.0,5.440857901966999
9.0,17.0,30.0,1.8664557071415555
1.0,22.0,8.0,3.8747210851653144
3.0,10.0,0.0,6.543855463155688
3.0,16.0,5.0,5.161407235740956
8.0,17.0,21.0,2.8246170533048263
6.0,3.0,35.0,4.805559708526447
2.0,15.0,49.0,3.287218715962023
9.0,13.0,3.0,3.8923298076361097
1.0,19.0,24.0,4.119183014019286
6.0,22.0,16.0,2.981923448852122
6.0,5.0,15.0,5.631372816276199
4.0,20.0,15.0,3.9873673014408184
7.0,25.0,36.0,1.8264503441494588
10.0,4.0,13.0,4.676976930809199
0.0,17.0,47.0,3.1396037978895013
1.0,3.0,42.0,5.178270615585918
3.0,17.0,24.0,3.9903011230688894
7.0,11.0,8.0,4.688790761271061
3.0,14.0,30.0,3.6799837891713496
7.0,1.0,23.0,5.294527180997902
10.0,18.0,11.0,2.978311800715891
2.0,9.0,35.0,4.8882475715670575
4.0,22.0,50.0,2.1454055136574794
6.0,7.0,41.0,4.295877115829223
5.0,8.0,29.0,4.647194693265718
1.0,13.0,15.0,5.705314205801416
5.0,10.0,50.0,3.525493347205579
9.0,9.0,33.0,3.8263930329008926
6.0,1.0,29.0,5.109774679765746
1.0,23.0,36.0,2.9528702087104035
3.0,14.0,50.0,3.2325138727577745
6.0,17.0,40.0,1.9163181857526688
8.0,10.0,38.0,3.7423217380512876
1.0,14.0,7.0,5.859429366736257
2.0,5.0,7.0,6.4678927078132675
2.0,22.0,18.0,3.6798773127896056
6.0,1.0,17.0,5.89412429331807
1.0,4.0,42.0,5.146279657620295
1.0,3.0,36.0,5.591110455758076
2.0,19.0,11.0,4.454990265396046
8.0,16.0,4.0,3.3725211989111945
2.0,2.0,30.0,6.167686685665427
2.0,21.0,50.0,2.442617831073133
3.0,16.0,12.0,4.80131193674144
0.0,23.0,32.0,3.2117153493396344
6.0,22.0,30.0,1.9030463911009985
5.0,1.0,8.0,7.012615301433747
5.0,11.0,7.0,5.3524379321830615
1.0,24.0,36.0,2.9425256569767675
1.0,2.0,23.0,6.813875848532432
9.0,21.0,47.0,1.8913632342982434
6.0,7.0,26.0,4.84569653869304
1.0,20.0,30.0,3.3492588645133274
2.0,8.0,5.0,6.836109923900969
10.0,20.0,6.0,2.633328409992644
1.0,19.0,23.0,4.219619356201621
9.0,1.0,3.0,5.086305989886772
2.0,19.0,19.0,4.4407028020326464
5.0,4.0,27.0,5.429086019995325
6.0,25.0,31.0,1.8730139432441262
0.0,24.0,26.0,3.3983254359668638
5.0,20.0,20.0,3.432456644236554
4.0,20.0,6.0,4.416076683193533
3.0,4.0,17.0,6.203708952862614
10.0,5.0,27.0,4.5300834626332955
3.0,17.0,19.0,4.336850619068244
6.0,7.0,15.0,5.2229246032866135
4.0,23.0,26.0,2.6973201519633365
5.0,7.0,17.0,5.284413208269279
8.0,6.0,2.0,5.270707383412951
5.0,20.0,27.0,2.95303775421341
10.0,5.0,2.0,4.855499438832772
9.0,9.0,26.0,3.8372332023067326
2.0,25.0,0.0,3.449999999999999
5.0,0.0,10.0,6.839644994726207
0.0,8.0,3.0,7.9040763385169495
2.0,17.0,8.0,4.976398941325007
9.0,14.0,39.0,2.4270884980366803
5.0,2.0,36.0,5.165117706207671
1.0,11.0,21.0,5.486396741481289
9.0,22.0,15.0,2.213420881796079
6.0,20.0,38.0,1.8519810399855832
4.0,5.0,19.0,5.683162291291438
4.0,20.0,23.0,3.6116167586025743
1.0,8.0,36.0,5.312934751369043
5.0,2.0,15.0,6.445388368485019
3.0,19.0,28.0,3.4457649282510876
5.0,14.0,13.0,4.288445281361328
8.0,20.0,30.0,1.8914940069237864
4.0,8.0,7.0,6.096038049251197
1.0,17.0,23.0,4.364192406387023
6.0,6.0,18.0,5.296664033598389
1.0,13.0,20.0,5.268388518774247
1.0,10.0,4.0,7.59537488219134
9.0,20.0,39.0,1.8876137072499393
7.0,21.0,46.0,1.8366059714833556
0.0,10.0,1.0,7.766467805009558
8.0,6.0,15.0,4.88942831185302
1.0,19.0,41.0,2.8714915836335506
10.0,18.0,9.0,2.978311800715891
0.0,19.0,12.0,4.747746029974391
2.0,10.0,32.0,4.816860033756613
1.0,15.0,24.0,4.507721727436447
3.0,22.0,35.0,3.0546932883676963
5.0,7.0,28.0,4.864051683393777
6.0,19.0,10.0,3.387733142037303
8.0,6.0,44.0,3.9628700127225125
4.0,22.0,45.0,2.1657082395311797
8.0,8.0,8.0,4.883704544003587
10.0,24.0,13.0,1.8461966980654312
0.0,22.0,15.0,3.776268835899984
7.0,13.0,11.0,4.052388769344374
8.0,22.0,31.0,1.8421166493596395
5.0,2.0,25.0,5.5941509197956645
5.0,3.0,12.0,6.526176417911873
7.0,11.0,22.0,4.201342836451215
2.0,23.0,1.0,3.4716258126080985
8.0,2.0,31.0,4.634787200302312
1.0,17.0,17.0,4.932265530470592
10.0,22.0,41.0,1.8765869572204545
8.0,9.0,31.0,3.9020424678219054
2.0,13.0,3.0,6.0951501610543
9.0,13.0,38.0,2.848540927168347
5.0,15.0,27.0,3.2564193856173835
0.0,1.0,24.0,6.7338059734394635
10.0,23.0,32.0,1.8213906256385106
3.0,16.0,8.0,4.988165943480999
9.0,8.0,13.0,4.311364607311928
2.0,21.0,0.0,4.23960493353899
1.0,7.0,40.0,5.11589554398187
6.0,7.0,24.0,4.925280120723326
7.0,15.0,41.0,1.8881760198699054
3.0,15.0,35.0,3.2089199878065764
3.0,12.0,40.0,3.9384310815181287
1.0,9.0,23.0,5.696238875194203
10.0,14.0,28.0,2.38498883011518
0.0,6.0,17.0,6.819814763925779
3.0,9.0,15.0,5.317184795980067
8.0,21.0,37.0,1.91959572981251
10.0,18.0,22.0,2.6916198993532783
0.0,0.0,50.0,5.000000000000001
9.0,12.0,28.0,3.139438957005171
6.0,17.0,1.0,3.4818499920493897
5.0,11.0,48.0,3.3023953368458727
9.0,6.0,32.0,4.320015869546202
3.0,14.0,43.0,3.364746531782648
8.0,11.0,13.0,4.347455225933883
7.0,6.0,37.0,4.411041078622722
10.0,2.0,4.0,4.977894561227894
4.0,21.0,36.0,2.889682050161629
10.0,16.0,36.0,1.8540564373897703
5.0,21.0,30.0,2.457050032488629
0.0,14.0,25.0,4.569512911760292
10.0,9.0,8.0,4.317673047356772
8.0,13.0,29.0,3.0061381606325432
3.0,18.0,6.0,4.870532607296744
3.0,25.0,27.0,3.0215516152660955
6.0,10.0,42.0,3.5801787041275874
9.0,11.0,36.0,3.4681314764294444
0.0,14.0,31.0,3.960981639049212
1.0,15.0,36.0,3.387733142037303
0.0,21.0,22.0,4.068339457479432
3.0,6.0,11.0,5.944895828112207
10.0,17.0,44.0,1.886121133623215
6.0,8.0,25.0,4.6825063142425
3.0,20.0,1.0,4.485663115967339
5.0,21.0,40.0,2.4784865231310915
10.0,8.0,2.0,4.605999027290397
9.0,4.0,31.0,4.486873539566127
10.0,20.0,40.0,1.8733002391952551
7.0,10.0,12.0,4.721776836488015
10.0,1.0,44.0,3.8646331381888355
1.0,3.0,0.0,8.47280763942597
4.0,23.0,15.0,3.036422824540668
10.0,10.0,49.0,3.0268622969352896
9.0,1.0,13.0,5.091554130727011
7.0,24.0,35.0,1.8364434984299578
5.0,23.0,4.0,3.4566234026058473
1.0,9.0,29.0,5.37832062537855
5.0,12.0,43.0,3.279224420221594
1.0,14.0,45.0,3.6724307304248627
2.0,17.0,24.0,4.231836972266987
6.0,23.0,10.0,3.3034349262711435
1.0,25.0,23.0,3.4017358834000295
7.0,11.0,44.0,3.550827812591196
5.0,17.0,2.0,4.240815375578822
10.0,15.0,2.0,3.3393874826718695
10.0,17.0,24.0,2.5063013936082545
5.0,9.0,2.0,5.898975359504527
2.0,6.0,11.0,5.932950180249396
7.0,4.0,15.0,5.539168127397835
4.0,7.0,33.0,4.875113774514609
5.0,8.0,36.0,4.405078291120805
6.0,23.0,44.0,1.7242272686311615
10.0,19.0,10.0,2.8064587970972252
4.0,9.0,19.0,4.890957516959525
6.0,3.0,42.0,4.682871470400122
8.0,17.0,17.0,3.0205896819977456
3.0,7.0,26.0,5.238225214629089
6.0,22.0,5.0,3.3767920216081446
8.0,21.0,37.0,1.91959572981251
4.0,14.0,46.0,2.9069375703986506
2.0,2.0,21.0,6.812171792003495
1.0,13.0,8.0,6.166752631637329
1.0,14.0,27.0,4.275934562822208
10.0,22.0,12.0,2.1863409330167434
3.0,8.0,2.0,6.655423224470909
5.0,21.0,31.0,2.4612270642698983
4.0,20.0,2.0,4.521691934130604
2.0,18.0,38.0,3.098719782618566
9.0,2.0,1.0,5.070253739147718
8.0,11.0,22.0,3.8830506391347104
10.0,3.0,46.0,3.6961621821032487
6.0,20.0,16.0,3.0652835537164997
1.0,15.0,26.0,4.286549804316428
3.0,10.0,14.0,5.348531254153895
7.0,22.0,8.0,3.0920985087651753
7.0,10.0,25.0,4.275865730050061
7.0,20.0,8.0,3.16915701391151
9.0,17.0,19.0,2.8332275049632987
4.0,14.0,14.0,4.58383249450201
6.0,2.0,24.0,5.448302500538601
3.0,4.0,26.0,5.8262911108276505
9.0,15.0,43.0,1.8986194704116328
6.0,3.0,35.0,4.805559708526447
4.0,5.0,36.0,5.084890254943172
5.0,12.0,40.0,3.4376629340736358
5.0,22.0,48.0,1.9615423581174112
6.0,13.0,27.0,3.4220857050226585
8.0,9.0,26.0,4.080660841480833
0.0,15.0,26.0,4.286549804316428
4.0,10.0,42.0,3.8179011051496774
8.0,9.0,25.0,4.122578343154415
5.0,24.0,48.0,1.4086221433282609
5.0,8.0,42.0,4.264199232734749
4.0,14.0,41.0,3.066393269418651
0.0,11.0,14.0,6.339754606901403
0.0,3.0,4.0,8.811346579902798
3.0,14.0,37.0,3.477416463985855
8.0,2.0,13.0,5.431487925060762
4.0,0.0,24.0,6.002099191468688
9.0,16.0,17.0,2.9000827532824096
1.0,25.0,38.0,2.779756343734874
5.0,5.0,39.0,4.890592663832201
4.0,17.0,1.0,4.833092438911085
1.0,15.0,49.0,3.340170273075336
5.0,11.0,34.0,3.9719867863319367
5.0,6.0,25.0,5.172506957676275
8.0,13.0,4.0,4.062179307771246
6.0,5.0,30.0,4.8908457497761875
9.0,17.0,18.0,2.8767801765385324
2.0,2.0,48.0,4.981088405444965
4.0,19.0,41.0,2.9273744276527074
10.0,6.0,43.0,3.7014577219588607
8.0,17.0,37.0,1.9579000011128915
0.0,24.0,35.0,3.015453118458164
7.0,2.0,46.0,4.436694261569261
6.0,21.0,22.0,2.660433309126119
5.0,8.0,19.0,5.024483421516165
7.0,17.0,47.0,1.838652785694298
9.0,21.0,33.0,1.8521686206053936
9.0,14.0,17.0,3.169338511709106
10.0,13.0,35.0,2.8707565708671083
9.0,10.0,17.0,3.790493758006964
3.0,19.0,23.0,3.936676049170681
0.0,25.0,21.0,3.41802172609591
4.0,5.0,36.0,5.084890254943172
6.0,17.0,47.0,1.8519288439063342
9.0,8.0,41.0,3.6883107332070235
10.0,1.0,18.0,4.87496103839402
6.0,1.0,8.0,6.453703703703703
5.0,3.0,18.0,6.088242178118805
2.0,19.0,2.0,4.747746029974391
7.0,16.0,24.0,2.777591658346033
0.0,4.0,9.0,7.492097920240696
8.0,17.0,14.0,3.2029831005830154
5.0,5.0,25.0,5.397229213974687
0.0,8.0,26.0,5.77081429468284
0.0,14.0,1.0,5.949773635773087
8.0,17.0,0.0,3.2410972860755387
7.0,25.0,16.0,2.980189881044604
8.0,21.0,21.0,2.805524689058844
9.0,2.0,48.0,3.793499502743125
0.0,15.0,31.0,3.5946372126071875
9.0,21.0,18.0,2.5475294471958336
3.0,21.0,32.0,3.0905640495847955
0.0,22.0,48.0,2.1767081070743313
10.0,6.0,8.0,4.5665246617102
9.0,8.0,8.0,4.4868294206443355
7.0,0.0,37.0,4.607253914580196
3.0,17.0,42.0,3.0691854222095194
