Load History,Distance to Task,Total Distance Travelled,Suitability
6.0,9.0,8.0,5.39664595784838
7.0,24.0,2.0,3.76798386312822
1.0,8.0,22.0,6.252783759528863
9.0,11.0,20.0,3.4303339850280765
1.0,10.0,5.0,7.359351240021668
0.0,25.0,1.0,5.0
0.0,0.0,42.0,5.624348721873433
8.0,5.0,4.0,5.8528746998163586
4.0,3.0,46.0,4.6426941997936995
4.0,9.0,17.0,5.032735569218338
4.0,20.0,43.0,2.855717698012395
6.0,13.0,33.0,2.728559075620545
0.0,12.0,9.0,6.9510975036462925
4.0,3.0,37.0,5.600120052549682
10.0,17.0,10.0,3.5689271224967327
3.0,5.0,15.0,5.826559127024493
5.0,12.0,2.0,5.315213862511159
7.0,14.0,28.0,2.8961272903882436
4.0,11.0,40.0,4.243129187224482
1.0,6.0,31.0,6.199467172029278
6.0,12.0,7.0,5.045909296454619
4.0,25.0,50.0,1.7582026111276932
9.0,18.0,18.0,3.1392469373862175
3.0,14.0,19.0,4.716043113169955
3.0,24.0,30.0,3.354745696985729
7.0,15.0,33.0,2.049955961379802
7.0,19.0,18.0,3.144376345056962
6.0,4.0,5.0,6.409760006748492
9.0,0.0,44.0,2.8481722595925505
10.0,25.0,47.0,0.6991436925647453
10.0,4.0,13.0,4.299145551269235
10.0,6.0,2.0,5.000000000000001
6.0,2.0,27.0,4.475075885768689
1.0,10.0,1.0,7.59537488219134
7.0,15.0,42.0,2.049955961379802
6.0,19.0,14.0,3.4872270469996542
8.0,0.0,38.0,3.498803645452329
4.0,18.0,40.0,3.0419520375260536
5.0,16.0,39.0,2.7827233727767475
1.0,21.0,34.0,3.728438577897293
8.0,12.0,24.0,3.757526262527891
4.0,4.0,10.0,6.233870938599258
0.0,19.0,22.0,5.149765729585007
2.0,16.0,36.0,3.6665890751086283
7.0,22.0,11.0,3.459284045039303
2.0,15.0,43.0,3.7976789269621705
4.0,2.0,4.0,7.766467805009558
0.0,4.0,6.0,7.939752809314888
2.0,23.0,46.0,2.250698750982618
2.0,13.0,50.0,3.9537123902700526
3.0,21.0,0.0,5.727463759034131
10.0,17.0,5.0,3.7976891771286447
2.0,3.0,35.0,5.872068896958811
1.0,9.0,29.0,5.890231140820579
8.0,7.0,46.0,2.981879207770883
0.0,20.0,44.0,3.3528746998163586
6.0,23.0,32.0,2.101892758395274
0.0,19.0,35.0,3.7091130725298536
0.0,1.0,43.0,5.496705501260744
7.0,2.0,39.0,3.76798386312822
6.0,14.0,13.0,3.8996055813342583
8.0,6.0,3.0,5.887345679012346
5.0,17.0,19.0,4.011975880463189
9.0,9.0,10.0,4.320190143012163
2.0,19.0,47.0,3.2609078332873036
7.0,24.0,8.0,3.5829016929470723
3.0,9.0,25.0,4.98127167272924
3.0,20.0,5.0,5.75122549019608
0.0,19.0,2.0,6.0314120233641795
5.0,7.0,20.0,4.796694834077143
10.0,6.0,49.0,2.1834602010585407
4.0,24.0,3.0,5.0
8.0,15.0,20.0,3.1449674865705397
1.0,5.0,41.0,5.585970330410909
3.0,23.0,36.0,3.2353033633627457
2.0,17.0,43.0,3.5689271224967327
6.0,22.0,49.0,1.2026175807751833
1.0,10.0,20.0,6.038963902223412
10.0,15.0,15.0,3.423603714235768
0.0,4.0,33.0,6.325825809938727
10.0,7.0,3.0,5.0
10.0,24.0,49.0,0.6973379629629628
5.0,10.0,45.0,3.409632340110357
0.0,2.0,17.0,7.608893098585632
2.0,17.0,49.0,3.5689271224967327
1.0,24.0,35.0,3.667433596669687
4.0,17.0,35.0,3.06437743014904
8.0,10.0,43.0,2.855717698012394
1.0,10.0,17.0,6.241112531283242
9.0,7.0,2.0,5.207867480219612
3.0,23.0,50.0,2.0253907129667157
8.0,22.0,0.0,3.3528746998163577
2.0,10.0,1.0,6.941367411255899
0.0,25.0,11.0,4.999999999999999
8.0,16.0,18.0,3.202127832958477
0.0,25.0,15.0,4.999999999999999
2.0,18.0,0.0,6.193337397711686
10.0,18.0,15.0,3.2353033633627453
1.0,24.0,31.0,3.8915420708802975
5.0,9.0,38.0,3.9689905633824787
2.0,0.0,47.0,5.000000000000001
8.0,17.0,16.0,3.248212690346033
9.0,14.0,9.0,4.136974286739258
9.0,13.0,17.0,3.5590501440192854
0.0,11.0,36.0,5.573851342751687
7.0,10.0,36.0,3.049667999714595
10.0,17.0,36.0,1.9761043083900225
10.0,2.0,28.0,4.07391527758065
3.0,24.0,11.0,3.977432053494392
2.0,23.0,10.0,4.147125300183642
10.0,4.0,43.0,2.82549143178173
8.0,8.0,0.0,5.907316237466637
8.0,0.0,26.0,4.590603186209791
6.0,1.0,44.0,4.0998277459324886
3.0,10.0,12.0,5.505744467096772
6.0,14.0,36.0,2.500285192790326
1.0,4.0,6.0,7.595948285740128
0.0,19.0,36.0,3.6442085989420865
9.0,20.0,50.0,1.0145449092817502
6.0,15.0,42.0,2.233532194990443
3.0,11.0,50.0,3.661994337210654
3.0,1.0,50.0,5.000000000000001
10.0,4.0,30.0,3.7966345720722945
7.0,21.0,35.0,2.0329324169530354
7.0,19.0,28.0,2.3515379451142873
5.0,21.0,46.0,2.410591153131838
4.0,11.0,39.0,4.262436285393688
6.0,2.0,20.0,5.3982451837002845
3.0,14.0,27.0,3.917161336348463
7.0,17.0,32.0,2.062585819322136
10.0,3.0,8.0,4.638148202710666
8.0,24.0,15.0,2.94410378907276
0.0,13.0,16.0,6.173228084586584
6.0,8.0,39.0,3.360889642263028
7.0,19.0,22.0,2.930384440507122
3.0,25.0,7.0,4.4124752497274695
2.0,23.0,44.0,2.611695045763529
4.0,25.0,46.0,1.7582026111276932
6.0,20.0,36.0,1.9533233696525565
6.0,0.0,15.0,6.23201613687178
4.0,1.0,31.0,5.917206777013188
2.0,1.0,40.0,5.852874699816359
0.0,8.0,7.0,7.372742086304461
3.0,15.0,27.0,3.8109899438097825
7.0,15.0,1.0,3.9693135110050384
4.0,5.0,5.0,6.756280262065816
1.0,4.0,27.0,6.508257035736482
0.0,18.0,9.0,6.193337397711686
4.0,19.0,48.0,3.021436135372798
8.0,0.0,30.0,3.9418712697902145
3.0,23.0,5.0,4.78932946486138
5.0,9.0,37.0,3.9878354595793986
6.0,19.0,35.0,1.9924880337157453
1.0,24.0,33.0,3.7855935976416117
4.0,19.0,39.0,3.021436135372798
7.0,9.0,27.0,3.711534474940693
10.0,16.0,49.0,0.7531270791749834
4.0,25.0,5.0,4.820859872611465
0.0,1.0,48.0,5.000000000000001
5.0,0.0,35.0,4.999999999999999
9.0,8.0,0.0,5.201323644548834
2.0,3.0,3.0,7.790547103155043
7.0,18.0,26.0,2.5884704149899513
5.0,13.0,18.0,4.091490672402141
5.0,25.0,34.0,2.637983370707119
5.0,23.0,15.0,3.5625217373514184
7.0,9.0,28.0,3.5678990676899995
0.0,12.0,47.0,4.524130619168788
0.0,12.0,33.0,5.1884979391837005
2.0,3.0,24.0,6.464679428517618
2.0,14.0,46.0,3.89357403259103
7.0,16.0,36.0,2.049955961379802
0.0,4.0,1.0,8.48957887746552
3.0,14.0,28.0,3.7982221021719864
2.0,21.0,9.0,4.886920056236971
4.0,20.0,32.0,3.008871917176497
10.0,13.0,35.0,2.5213640984945322
4.0,8.0,1.0,6.477670450898999
7.0,23.0,29.0,2.210170531716094
0.0,6.0,9.0,7.198829716754248
9.0,13.0,31.0,2.618165426370296
4.0,20.0,6.0,5.497508116313115
10.0,15.0,21.0,3.0713020643503057
6.0,19.0,45.0,1.8927757782867387
5.0,6.0,6.0,6.273721351974896
3.0,1.0,34.0,6.2320161368717795
1.0,11.0,23.0,5.694146064916536
7.0,20.0,27.0,2.4768762697296456
6.0,19.0,33.0,2.062282776165394
0.0,5.0,16.0,7.0256851393485595
6.0,8.0,2.0,6.160831903517947
6.0,22.0,21.0,3.0713020643503057
6.0,4.0,44.0,3.9156849844392916
9.0,19.0,21.0,2.9565308750870867
5.0,18.0,15.0,4.161778123486908
6.0,0.0,50.0,4.0998277459324886
6.0,14.0,40.0,2.5040949908038517
6.0,12.0,39.0,2.8933878543453986
8.0,9.0,39.0,2.9675245471814216
0.0,10.0,36.0,5.9732003129890465
8.0,5.0,47.0,3.0908086115204716
8.0,1.0,44.0,3.3528746998163577
1.0,24.0,28.0,4.030494948130793
4.0,18.0,38.0,3.0419520375260536
5.0,10.0,15.0,4.875917584250919
0.0,18.0,26.0,4.548053702113291
8.0,17.0,38.0,1.9151831891690145
8.0,25.0,18.0,2.871557132271418
2.0,11.0,45.0,4.254503261045597
3.0,13.0,25.0,4.250491688418999
7.0,7.0,7.0,5.755122069243818
4.0,12.0,36.0,4.084347690387017
4.0,12.0,40.0,4.002335873488568
1.0,0.0,41.0,5.735475768213551
6.0,2.0,8.0,6.590826023391812
2.0,1.0,20.0,6.941367411255899
8.0,19.0,43.0,1.7709388720027015
2.0,16.0,12.0,5.508688028056753
3.0,16.0,3.0,6.2320161368717795
9.0,20.0,7.0,3.2046322592366
1.0,14.0,24.0,4.9028635686467545
3.0,14.0,32.0,3.7398946217240576
5.0,18.0,32.0,2.7008543511030645
0.0,3.0,0.0,8.811346579902798
7.0,10.0,37.0,3.049667999714595
1.0,4.0,38.0,5.829162337799359
5.0,20.0,15.0,4.161778123486908
3.0,5.0,49.0,4.0578183520599245
4.0,9.0,26.0,4.6818242164028
9.0,3.0,47.0,2.5839051677502636
5.0,4.0,5.0,6.83503777376836
5.0,21.0,37.0,2.5960975863545355
0.0,12.0,39.0,5.178444634765868
1.0,4.0,6.0,7.595948285740128
2.0,20.0,15.0,5.000000000000003
8.0,9.0,23.0,4.092593721862277
2.0,13.0,21.0,5.003227213968361
0.0,4.0,20.0,7.151548958148533
1.0,12.0,18.0,5.849121050333605
1.0,15.0,36.0,3.9852361062768304
3.0,16.0,2.0,6.2320161368717795
3.0,7.0,45.0,3.9697726266281883
6.0,3.0,45.0,4.014556156538339
8.0,1.0,20.0,5.321338986656641
8.0,2.0,50.0,3.3528746998163577
6.0,24.0,48.0,0.7267025089605733
7.0,21.0,5.0,3.725872353355083
5.0,7.0,15.0,5.204570883364271
1.0,20.0,26.0,4.5507296308590925
1.0,14.0,6.0,6.60313102999307
4.0,6.0,27.0,5.031659476173683
3.0,9.0,50.0,3.7320161368717804
5.0,8.0,14.0,5.155961544997238
2.0,15.0,40.0,3.7976789269621705
10.0,21.0,30.0,1.5104211225344806
9.0,14.0,13.0,3.795805202464189
8.0,1.0,2.0,5.8528746998163586
10.0,7.0,36.0,3.266118481655268
8.0,21.0,10.0,3.0908086115204716
9.0,8.0,25.0,3.5581631088575665
3.0,11.0,46.0,3.661994337210654
5.0,12.0,15.0,4.4400232837233675
9.0,17.0,47.0,1.0634542342053162
3.0,4.0,5.0,7.049561898643328
10.0,12.0,33.0,2.742396249190494
9.0,17.0,43.0,1.480060578012733
6.0,7.0,50.0,3.4872270469996542
8.0,19.0,29.0,2.0763480915158206
3.0,2.0,40.0,5.942181647940076
8.0,4.0,48.0,3.162131843393234
3.0,18.0,6.0,5.846723640496592
6.0,13.0,50.0,2.715083472604093
1.0,16.0,12.0,6.257417102966842
3.0,13.0,17.0,4.9473936765407265
2.0,11.0,8.0,6.189904525921451
7.0,7.0,29.0,3.5812544483734046
5.0,11.0,3.0,5.6662854492394885
9.0,20.0,22.0,2.8111322701634176
9.0,12.0,28.0,3.042701017212942
9.0,25.0,35.0,1.0615433983276998
3.0,1.0,47.0,5.000000000000001
3.0,17.0,6.0,5.879516038768228
0.0,18.0,12.0,6.193337397711686
5.0,20.0,24.0,3.6508718316824362
9.0,4.0,7.0,4.6669427444824265
8.0,23.0,17.0,2.8878803422167563
9.0,23.0,8.0,2.501185173282379
7.0,13.0,3.0,4.798312035964121
3.0,6.0,6.0,6.514111154000914
7.0,4.0,3.0,6.26798386312822
4.0,22.0,30.0,3.0532865085275636
3.0,15.0,38.0,3.423603714235768
0.0,13.0,39.0,4.821555365234132
10.0,22.0,30.0,1.2026175807751833
9.0,24.0,18.0,2.087199844518552
2.0,8.0,19.0,5.641452713151413
8.0,16.0,36.0,1.9533233696525565
9.0,11.0,7.0,4.608162644292892
3.0,0.0,47.0,5.000000000000001
8.0,6.0,44.0,3.05580609689683
6.0,23.0,46.0,0.7267025089605733
0.0,7.0,31.0,6.306662602288316
5.0,17.0,39.0,2.7161561740502407
5.0,0.0,27.0,5.088892849350123
5.0,21.0,25.0,3.5448066972265266
0.0,22.0,32.0,3.87946966026141
1.0,3.0,41.0,5.563935961767745
7.0,20.0,29.0,2.210170531716094
4.0,7.0,23.0,5.0035542175346555
8.0,21.0,46.0,1.5443687744069026
7.0,12.0,3.0,5.2016879640358775
9.0,16.0,3.0,3.9759374561116054
2.0,1.0,10.0,7.156896423398202
5.0,16.0,8.0,4.797183671317824
0.0,6.0,25.0,6.646154325532508
1.0,13.0,32.0,4.780283581147195
5.0,17.0,45.0,2.7161561740502407
6.0,16.0,33.0,2.176282929158854
10.0,15.0,20.0,3.122097107415479
3.0,12.0,41.0,4.286291410028882
0.0,20.0,19.0,5.409106807487726
9.0,3.0,35.0,3.6188537220565595
4.0,1.0,19.0,6.269999444286549
8.0,15.0,13.0,3.564975394780102
6.0,18.0,48.0,2.0028183479144883
0.0,6.0,21.0,6.7521318391182605
5.0,24.0,34.0,2.637983370707119
6.0,11.0,17.0,4.3861032339522374
1.0,10.0,49.0,4.820859872611464
8.0,2.0,27.0,4.439480334897482
1.0,18.0,13.0,6.020624396412229
7.0,13.0,8.0,4.605748325773969
9.0,21.0,9.0,2.918440727667813
9.0,21.0,42.0,1.5104211225344806
6.0,16.0,18.0,3.234604934815814
7.0,25.0,24.0,2.777591658346033
7.0,18.0,47.0,2.0136826482232575
9.0,24.0,2.0,2.6739765453842517
2.0,21.0,20.0,4.653218693670998
8.0,7.0,16.0,4.655711527241611
2.0,8.0,46.0,4.092683762533362
10.0,13.0,27.0,2.702435194549427
2.0,24.0,34.0,3.5081089140186363
3.0,22.0,5.0,5.20973529675453
8.0,4.0,42.0,3.162131843393234
1.0,9.0,22.0,6.1127819955443075
4.0,17.0,39.0,3.06437743014904
1.0,12.0,20.0,5.577420963159193
4.0,22.0,0.0,5.3573058002063005
1.0,23.0,1.0,5.0
5.0,13.0,45.0,3.0762825324745036
4.0,7.0,7.0,6.104732797097942
10.0,11.0,4.0,4.727170145738174
1.0,20.0,3.0,5.852874699816359
6.0,3.0,36.0,3.936603035088924
10.0,17.0,40.0,1.7938728352822089
7.0,24.0,7.0,3.6291216886903648
6.0,13.0,24.0,3.4977066691559724
9.0,5.0,44.0,2.611695045763529
5.0,14.0,11.0,4.555146087944355
0.0,16.0,46.0,3.9759374561116054
3.0,16.0,34.0,3.389302399814283
7.0,4.0,31.0,3.6239803676245836
5.0,18.0,41.0,2.664578737124689
4.0,3.0,15.0,6.19870549341627
10.0,24.0,14.0,2.0798200422039184
8.0,19.0,9.0,3.2953601967432644
10.0,18.0,48.0,0.7975589225589227
2.0,5.0,19.0,5.997266924612174
3.0,13.0,38.0,4.029696749957799
10.0,0.0,12.0,5.000000000000001
2.0,0.0,0.0,8.270738799511458
7.0,1.0,41.0,3.76798386312822
6.0,21.0,32.0,2.101892758395274
0.0,5.0,37.0,6.073332548505077
10.0,7.0,1.0,5.0
8.0,22.0,30.0,1.7292612004885424
8.0,13.0,46.0,2.3996355860739667
1.0,3.0,28.0,6.4614247611164135
3.0,11.0,13.0,5.376405248252511
5.0,14.0,31.0,3.1769513265987297
1.0,2.0,22.0,7.088078797118348
7.0,7.0,5.0,6.095639697648376
1.0,23.0,29.0,3.990650783903777
3.0,13.0,48.0,3.53075369712429
6.0,6.0,8.0,5.7707102847794145
4.0,10.0,7.0,5.719995753229932
8.0,16.0,26.0,2.69110801840278
10.0,22.0,40.0,1.2214487542939791
2.0,22.0,14.0,4.452907903574041
8.0,18.0,29.0,2.1694118044164896
0.0,0.0,3.0,9.299242424242424
0.0,2.0,46.0,5.0
9.0,15.0,42.0,1.4989152247537691
7.0,5.0,15.0,5.354066161268093
8.0,23.0,21.0,2.8480007253635926
1.0,19.0,46.0,3.486751743138538
6.0,0.0,29.0,4.239171243067139
3.0,3.0,23.0,6.115817886199624
10.0,8.0,3.0,4.999999999999999
5.0,16.0,21.0,3.860907105071851
6.0,15.0,19.0,3.1789056672992557
0.0,4.0,1.0,8.48957887746552
2.0,0.0,7.0,7.590132880463353
4.0,0.0,42.0,5.627128112364334
2.0,13.0,13.0,5.611940697787043
5.0,1.0,22.0,5.3671593974195515
1.0,19.0,21.0,5.251950016700396
9.0,19.0,32.0,1.8927757782867387
9.0,24.0,40.0,0.9951709269620268
3.0,14.0,45.0,3.637581881899089
5.0,23.0,8.0,4.20649293804172
5.0,17.0,50.0,2.7161561740502407
1.0,19.0,8.0,5.8567680952455685
6.0,0.0,7.0,6.599827745932488
6.0,13.0,20.0,3.7238608201732952
5.0,7.0,10.0,5.585922474239731
3.0,21.0,40.0,2.9441037890727615
6.0,19.0,33.0,2.062282776165394
0.0,1.0,36.0,6.144208598942088
1.0,23.0,9.0,4.815983662822625
1.0,1.0,48.0,5.0
4.0,11.0,20.0,4.6299176685222445
3.0,19.0,15.0,4.7826756282262926
9.0,15.0,14.0,3.4872270469996542
8.0,3.0,46.0,3.2549045197996582
2.0,1.0,32.0,6.37946966026141
5.0,9.0,9.0,5.447120786041571
9.0,22.0,47.0,0.9668960996394611
10.0,2.0,2.0,5.0
6.0,17.0,19.0,3.2288253904747144
7.0,8.0,4.0,6.199104325021114
6.0,1.0,33.0,4.036376207406085
4.0,16.0,26.0,3.683209386328252
3.0,23.0,19.0,3.6138250255230555
0.0,2.0,19.0,7.35395233221816
3.0,5.0,2.0,7.042658875388344
6.0,14.0,8.0,4.294701930291249
3.0,7.0,3.0,6.756258643006181
3.0,16.0,47.0,3.389302399814283
4.0,16.0,24.0,3.923859650599895
9.0,19.0,44.0,1.2834410129669636
7.0,24.0,47.0,0.8025525525525525
7.0,6.0,17.0,5.033647203703589
10.0,7.0,21.0,3.633484871986065
8.0,15.0,15.0,3.423603714235768
9.0,3.0,14.0,4.7927445000233275
8.0,21.0,10.0,3.0908086115204716
10.0,25.0,22.0,1.6307435889166069
3.0,12.0,35.0,4.286291410028882
3.0,17.0,13.0,5.1146570747888855
1.0,9.0,30.0,5.85606264383275
0.0,19.0,1.0,6.0314120233641795
5.0,2.0,31.0,4.999999999999998
10.0,14.0,8.0,4.0218791281373845
6.0,24.0,46.0,0.7267025089605733
5.0,17.0,0.0,4.999999999999998
9.0,24.0,46.0,0.7109788359788359
9.0,24.0,50.0,0.7109788359788359
3.0,1.0,24.0,6.432201392689898
6.0,6.0,40.0,3.648973129418359
10.0,17.0,21.0,3.0099461434323715
2.0,20.0,8.0,5.209958148810473
3.0,9.0,5.0,6.411618704029979
5.0,12.0,10.0,4.8542499750641515
4.0,10.0,34.0,4.592714127264315
4.0,20.0,10.0,5.000000000000002
2.0,16.0,3.0,6.475937456111605
8.0,19.0,12.0,3.2051831734093734
9.0,8.0,21.0,3.6551534877592173
2.0,0.0,45.0,5.1874408347116905
9.0,10.0,31.0,3.028666961592706
3.0,22.0,40.0,2.9441037890727615
5.0,6.0,41.0,4.40770308390658
1.0,13.0,43.0,4.791517415481186
6.0,18.0,12.0,3.592069430872814
7.0,4.0,5.0,6.095639697648376
7.0,11.0,32.0,2.9455636573105872
0.0,20.0,13.0,5.908202023240948
8.0,11.0,29.0,3.1581905553424545
2.0,9.0,10.0,6.012267013964963
2.0,12.0,28.0,4.7640590071865345
9.0,24.0,41.0,0.9848128340150178
5.0,15.0,46.0,2.8030390509856797
2.0,15.0,43.0,3.7976789269621705
6.0,23.0,34.0,2.02995424656607
1.0,23.0,49.0,2.457829173550029
10.0,12.0,1.0,4.5261417459437725
6.0,12.0,33.0,2.9083843200633246
8.0,18.0,1.0,3.6933373977116855
7.0,10.0,24.0,4.03607810383462
4.0,11.0,31.0,4.244596389144313
6.0,12.0,32.0,2.897623175737187
8.0,12.0,10.0,4.702033524151606
10.0,12.0,9.0,4.120572450972017
4.0,8.0,32.0,4.656097990271379
6.0,25.0,38.0,1.8573382048393328
2.0,8.0,40.0,5.000000000000002
5.0,8.0,16.0,5.005036854138042
6.0,12.0,6.0,5.093657498766649
3.0,7.0,37.0,4.924572021442158
9.0,12.0,26.0,3.072525235305111
10.0,7.0,37.0,3.2030719683625763
1.0,1.0,38.0,5.99880364545233
7.0,6.0,4.0,6.26798386312822
6.0,24.0,25.0,2.8030390509856797
6.0,19.0,14.0,3.4872270469996542
4.0,24.0,30.0,3.0532865085275636
6.0,16.0,43.0,2.186967313869704
0.0,20.0,39.0,3.429174992241563
9.0,9.0,15.0,3.9043603023516225
0.0,23.0,28.0,4.07391527758065
9.0,10.0,44.0,2.2018391893271736
4.0,17.0,36.0,3.06437743014904
