Load History,Distance to Task,Total Distance Travelled,Suitability
1.0,2.0,7.0,8.36692270711645
3.0,13.0,45.0,3.494168470414458
1.0,10.0,6.0,7.2029048533383495
7.0,2.0,38.0,4.560848019609561
10.0,2.0,13.0,4.975810684375071
4.0,7.0,33.0,4.875113774514609
8.0,4.0,23.0,5.045654363627319
4.0,14.0,25.0,3.8294644879230995
3.0,19.0,19.0,4.19907095029918
3.0,12.0,27.0,4.283990662688564
8.0,11.0,34.0,3.6098940249809353
2.0,12.0,13.0,5.549319782909704
10.0,8.0,13.0,4.22625848283998
3.0,14.0,48.0,3.2353742503489245
10.0,21.0,16.0,2.4953524433422185
3.0,15.0,40.0,3.1021468134327743
5.0,16.0,24.0,3.563678238652033
0.0,13.0,49.0,3.8199603884974027
4.0,24.0,48.0,1.711460295565424
2.0,0.0,36.0,5.685940302455518
7.0,5.0,6.0,5.644700214420704
9.0,10.0,47.0,3.1220835418198565
3.0,19.0,23.0,3.936676049170681
9.0,21.0,31.0,1.8325488250249233
9.0,4.0,46.0,3.7224250186695973
3.0,18.0,42.0,3.049198648417859
3.0,23.0,50.0,1.8264503441494588
10.0,4.0,11.0,4.683405480946491
2.0,17.0,17.0,4.687657151641815
4.0,3.0,26.0,5.732991412670299
1.0,1.0,24.0,6.725039685334114
2.0,16.0,13.0,4.969599812959429
7.0,11.0,11.0,4.549138557167778
9.0,4.0,10.0,4.778367856108876
1.0,21.0,31.0,3.3150795889205567
7.0,13.0,38.0,3.041643649576209
2.0,13.0,5.0,6.035981424653188
4.0,4.0,48.0,4.696699034647375
0.0,3.0,19.0,7.272037384952278
1.0,4.0,36.0,5.553841397940047
2.0,8.0,29.0,5.280457955458619
9.0,20.0,33.0,1.8521686206053936
4.0,20.0,5.0,4.472276915881153
6.0,22.0,26.0,2.328881983748258
4.0,25.0,30.0,2.684795616889188
10.0,4.0,1.0,4.909580942444793
6.0,14.0,18.0,3.5701217847417883
1.0,20.0,50.0,2.633328409992644
2.0,5.0,1.0,7.156896423398202
2.0,3.0,25.0,6.393104390655878
7.0,21.0,16.0,3.04970995209696
4.0,25.0,23.0,2.684795616889188
4.0,18.0,27.0,3.4323600238864884
8.0,25.0,29.0,1.9543077864003688
4.0,22.0,35.0,2.822797153205177
10.0,3.0,7.0,4.831046619614486
6.0,9.0,25.0,4.4873131478489015
3.0,24.0,40.0,2.7099756210653383
5.0,0.0,23.0,5.768127960110132
8.0,3.0,11.0,5.270448732741047
1.0,8.0,5.0,7.464184720803474
8.0,6.0,2.0,5.270707383412951
9.0,1.0,43.0,3.942974577886987
5.0,11.0,31.0,3.980079193429131
1.0,7.0,26.0,5.902137534517804
0.0,4.0,19.0,7.084018784531633
1.0,7.0,4.0,7.799758854333123
7.0,14.0,48.0,2.4519260255323743
0.0,18.0,20.0,4.567028468056747
9.0,8.0,35.0,4.009931308215979
6.0,7.0,6.0,5.8014363260227215
5.0,25.0,44.0,1.9578419872305577
3.0,24.0,28.0,3.0253138561287067
10.0,25.0,28.0,1.7532721582017359
0.0,6.0,35.0,5.605232116486535
3.0,20.0,46.0,2.7175314429317274
6.0,15.0,24.0,2.8815372405637083
0.0,14.0,21.0,4.979833133629651
6.0,16.0,5.0,3.645747169984341
5.0,12.0,15.0,4.435754125948696
0.0,18.0,42.0,3.026042292371236
6.0,3.0,24.0,5.425321945481676
8.0,6.0,28.0,4.653639648930227
6.0,3.0,30.0,4.977743778433578
1.0,7.0,21.0,6.2180530841467725
5.0,25.0,20.0,2.684795616889188
5.0,11.0,26.0,4.060039488473567
3.0,13.0,23.0,4.399843319521396
6.0,10.0,27.0,4.184957777922266
0.0,18.0,27.0,3.7847392689476718
4.0,24.0,27.0,2.6879711648872053
9.0,17.0,24.0,2.5286826000516047
5.0,20.0,22.0,3.3483458496899345
7.0,15.0,0.0,3.4001251802129993
1.0,2.0,17.0,7.634733533000216
6.0,8.0,2.0,5.7357337936680475
5.0,22.0,9.0,3.7217068041996613
2.0,11.0,25.0,4.950220323207211
3.0,13.0,1.0,5.762136547070773
0.0,15.0,39.0,3.3916626521248108
6.0,17.0,50.0,1.8465343866793673
7.0,18.0,39.0,1.9112456333300005
4.0,18.0,47.0,2.82615258814937
3.0,3.0,10.0,6.888541721494114
10.0,18.0,23.0,2.617544378992271
4.0,9.0,44.0,3.9028504337073895
2.0,19.0,5.0,4.696667393846845
5.0,6.0,29.0,5.05120460424973
7.0,0.0,19.0,5.52906013980178
3.0,12.0,3.0,6.00392946398733
9.0,15.0,29.0,2.0199038671189244
9.0,25.0,24.0,1.833981537056234
4.0,23.0,16.0,2.964392520900887
4.0,25.0,5.0,3.4761030509284137
3.0,1.0,25.0,6.1964894750255715
5.0,2.0,42.0,5.036702488933706
4.0,20.0,29.0,2.9769299890607903
9.0,4.0,21.0,4.78340747679864
1.0,21.0,50.0,2.4270990219006165
4.0,18.0,9.0,4.472123207284592
4.0,20.0,19.0,3.7538186796821176
3.0,22.0,36.0,3.0350348847431805
2.0,17.0,1.0,5.203627759846012
5.0,24.0,42.0,2.3336228714338154
4.0,0.0,45.0,5.083901971562981
3.0,4.0,8.0,6.6728953014517955
7.0,25.0,1.0,3.058378371520641
6.0,0.0,49.0,4.67717256413524
4.0,23.0,36.0,2.8355550501271933
0.0,6.0,2.0,8.107224221713262
4.0,11.0,10.0,5.2771448964633585
7.0,12.0,36.0,3.4463927264139795
1.0,13.0,23.0,4.956744831010616
8.0,12.0,15.0,3.9733557198347085
2.0,18.0,29.0,3.509668001334669
10.0,16.0,48.0,1.8968351361997395
9.0,8.0,7.0,4.533379353556805
1.0,5.0,22.0,6.557480139022321
10.0,20.0,14.0,2.6902800948564054
4.0,2.0,16.0,6.758440336944754
5.0,22.0,24.0,2.818747717719818
4.0,4.0,39.0,5.136572017482163
10.0,12.0,17.0,3.439050771954745
0.0,9.0,23.0,5.753577823321078
3.0,17.0,19.0,4.336850619068244
8.0,1.0,6.0,5.429886861923632
2.0,23.0,15.0,3.186698128958535
2.0,14.0,41.0,3.686620186245882
1.0,5.0,15.0,7.001301861673106
2.0,17.0,0.0,5.203627759846012
0.0,14.0,23.0,4.795381216299982
0.0,22.0,47.0,2.1794062557504206
0.0,21.0,15.0,4.166339207139434
7.0,17.0,47.0,1.838652785694298
5.0,2.0,30.0,5.367209764185522
6.0,14.0,7.0,4.164255840845404
6.0,7.0,39.0,4.33450019944406
6.0,15.0,44.0,1.8966220437157326
10.0,20.0,4.0,2.633328409992644
9.0,6.0,13.0,4.5234079529644795
8.0,8.0,39.0,3.9359942985198444
0.0,17.0,32.0,3.3920764370799956
6.0,10.0,24.0,4.31592497241633
10.0,13.0,2.0,3.817720345498124
3.0,13.0,7.0,5.577159773945706
7.0,17.0,18.0,3.144376345056962
0.0,8.0,20.0,6.153585484426334
1.0,11.0,28.0,5.0271114131735155
5.0,12.0,50.0,3.056209385363656
9.0,19.0,49.0,1.8873101954664804
10.0,7.0,15.0,4.220113352288212
10.0,17.0,46.0,1.8928614999847497
4.0,15.0,38.0,2.8486092646262295
9.0,5.0,41.0,3.9232387276679344
7.0,11.0,21.0,4.230827993629394
5.0,4.0,19.0,5.883164829492419
2.0,13.0,0.0,6.0951501610543
5.0,24.0,46.0,1.4096977822468015
6.0,5.0,19.0,5.444530268791126
10.0,25.0,24.0,1.5961827351252744
5.0,10.0,18.0,4.686380779988084
5.0,10.0,10.0,5.244217084606893
5.0,18.0,37.0,2.5836103030849356
0.0,2.0,41.0,5.319971572519221
2.0,5.0,16.0,6.225069876631167
8.0,20.0,48.0,1.8688009944852155
0.0,9.0,45.0,4.603332256607222
3.0,18.0,28.0,3.5071894619415764
7.0,21.0,9.0,3.1269097026617625
2.0,2.0,18.0,7.058740829572016
8.0,4.0,15.0,5.133287624014206
5.0,1.0,9.0,6.921002308624952
8.0,7.0,37.0,4.130238490909822
3.0,2.0,5.0,7.977857877773137
1.0,4.0,43.0,5.083505255707495
4.0,13.0,12.0,4.868914690950391
9.0,4.0,48.0,3.7135242134638182
5.0,19.0,10.0,4.012921862585116
10.0,21.0,4.0,2.4270990219006165
8.0,17.0,15.0,3.1337659570526
8.0,7.0,26.0,4.529354456512026
7.0,23.0,11.0,3.0735056867073394
6.0,3.0,45.0,4.650428578021898
9.0,0.0,7.0,5.092937683675834
4.0,9.0,9.0,5.654662078803301
8.0,6.0,48.0,3.939288702869865
4.0,15.0,2.0,5.0510519584909375
6.0,24.0,45.0,1.7125156557523704
9.0,6.0,16.0,4.523696608633744
5.0,15.0,28.0,3.1026369768448046
2.0,24.0,44.0,2.186891676057195
3.0,7.0,26.0,5.238225214629089
1.0,3.0,24.0,6.638544210776236
5.0,17.0,37.0,2.564016003354196
0.0,8.0,39.0,5.15189108315829
4.0,7.0,30.0,4.9739225889296
8.0,22.0,35.0,1.875752785305631
4.0,15.0,34.0,2.9843056495722107
7.0,14.0,15.0,3.597863856482024
8.0,12.0,19.0,3.7427310726841636
3.0,13.0,24.0,4.287217383584613
2.0,23.0,28.0,3.2944538990152314
1.0,22.0,5.0,3.8963646502968348
10.0,11.0,22.0,3.2998168969581587
3.0,12.0,28.0,4.268245149950613
0.0,5.0,5.0,8.031216768450157
10.0,23.0,34.0,1.8398125882667273
6.0,17.0,3.0,3.4818499920493897
0.0,6.0,24.0,6.271151341357087
0.0,13.0,7.0,6.241395646963745
1.0,25.0,31.0,3.2494594972980373
0.0,6.0,33.0,5.768812463256909
7.0,17.0,14.0,3.3274981458429034
5.0,21.0,44.0,2.3626083112335796
0.0,3.0,24.0,6.692682388142473
7.0,22.0,24.0,2.553758355404212
1.0,19.0,25.0,4.009801474054814
10.0,24.0,37.0,1.8599014761053259
4.0,19.0,26.0,3.4341655996585563
9.0,20.0,14.0,2.713631671565916
6.0,21.0,9.0,3.3744649793413988
3.0,0.0,41.0,5.364833648895313
8.0,3.0,26.0,4.9227066706968445
10.0,11.0,37.0,3.418654893647054
0.0,17.0,35.0,3.312693588370083
9.0,0.0,27.0,4.760352242676551
5.0,9.0,24.0,4.578324043072833
3.0,12.0,25.0,4.320493791839349
5.0,4.0,17.0,5.972564069217802
6.0,11.0,11.0,4.8182076287580715
0.0,24.0,45.0,2.0341347847627325
10.0,5.0,1.0,4.855499438832772
7.0,4.0,50.0,4.35950739351694
4.0,18.0,25.0,3.6582790304466397
7.0,3.0,35.0,4.6124814939479
8.0,12.0,46.0,3.149229204289029
3.0,14.0,35.0,3.526864632352913
10.0,0.0,1.0,5.000000000000002
8.0,18.0,27.0,2.3414360703337924
1.0,24.0,9.0,3.44699193029442
2.0,12.0,40.0,4.224366943780547
4.0,12.0,8.0,5.364454392476805
1.0,14.0,42.0,3.7253245423640027
6.0,18.0,24.0,2.7410246703262033
4.0,6.0,20.0,5.4374667553682245
3.0,13.0,31.0,3.9296076323048537
10.0,4.0,27.0,4.5858253542586285
4.0,24.0,21.0,2.6879711648872053
6.0,17.0,19.0,3.1131762482394048
3.0,18.0,30.0,3.2437037748877073
8.0,19.0,20.0,2.9722699568310484
7.0,13.0,1.0,4.158157710878543
4.0,8.0,10.0,5.7376074445262795
0.0,10.0,39.0,4.928110983821953
5.0,25.0,40.0,2.4029200313644368
2.0,2.0,22.0,6.738221071175402
7.0,15.0,30.0,2.049955961379802
9.0,20.0,25.0,2.43631626282933
6.0,10.0,13.0,4.846437598128779
2.0,12.0,32.0,4.418851367183209
5.0,4.0,46.0,4.707573422151476
2.0,10.0,36.0,4.6947733361432835
6.0,12.0,34.0,3.469669431188763
10.0,0.0,41.0,4.045234907825729
3.0,9.0,46.0,3.9767032141496115
6.0,12.0,20.0,4.022999562824946
1.0,18.0,30.0,3.340519836500211
5.0,8.0,47.0,3.995373909169473
1.0,19.0,17.0,4.675480346743005
4.0,24.0,43.0,2.3358376179593074
6.0,0.0,24.0,5.466861619847101
7.0,1.0,12.0,5.890596878076948
6.0,12.0,1.0,4.804669895797818
2.0,5.0,35.0,5.327405859733112
9.0,5.0,1.0,4.951445381475514
4.0,4.0,8.0,6.820448180150558
8.0,20.0,12.0,2.7762405960648144
6.0,22.0,26.0,2.328881983748258
3.0,24.0,33.0,3.0253138561287067
9.0,12.0,10.0,3.9574064822283117
1.0,7.0,6.0,7.345584879467312
3.0,5.0,20.0,5.848578599089344
7.0,17.0,45.0,1.8484261145193441
4.0,21.0,47.0,2.496872068887116
4.0,25.0,4.0,3.5075029272200653
10.0,3.0,22.0,4.72092419522326
0.0,6.0,16.0,6.90099860171394
7.0,7.0,45.0,4.199386016932587
5.0,9.0,30.0,4.4089231929192385
2.0,22.0,27.0,3.657491734002853
0.0,25.0,15.0,3.304365329412588
1.0,14.0,49.0,3.5907814860180687
3.0,13.0,30.0,3.964837038933638
7.0,9.0,7.0,5.130335587741424
3.0,18.0,32.0,3.2437037748877073
2.0,13.0,11.0,5.538100049342168
0.0,0.0,10.0,8.366426454052949
4.0,9.0,36.0,4.442346424974825
1.0,1.0,24.0,6.725039685334114
8.0,6.0,2.0,5.270707383412951
0.0,13.0,9.0,6.169116128630299
8.0,10.0,48.0,3.5449470461537937
0.0,25.0,39.0,2.7024535902691333
5.0,13.0,25.0,3.644809216285826
4.0,0.0,12.0,7.193541202902775
8.0,0.0,49.0,4.146962268409328
1.0,10.0,23.0,5.514462191202465
1.0,24.0,39.0,2.705787427314891
6.0,11.0,39.0,3.50154811182215
8.0,10.0,13.0,4.486351806711984
3.0,18.0,19.0,4.263302087605677
2.0,9.0,34.0,4.9146814330691875
1.0,18.0,21.0,4.471786422141032
5.0,5.0,13.0,5.956987691967248
5.0,0.0,27.0,5.509793012281001
3.0,15.0,8.0,5.101223015166825
6.0,24.0,33.0,1.8605771303583478
3.0,4.0,29.0,5.681149376611107
4.0,8.0,16.0,5.276346633352926
7.0,12.0,24.0,3.8596253559437277
7.0,3.0,25.0,5.125648592716744
2.0,10.0,3.0,6.941367411255899
2.0,23.0,44.0,2.1963990143475542
10.0,17.0,28.0,2.113566562889346
2.0,15.0,28.0,3.9610084400845107
6.0,16.0,11.0,3.625805000140611
5.0,12.0,50.0,3.056209385363656
7.0,20.0,16.0,3.0932252437802603
6.0,17.0,24.0,2.8032212472032443
0.0,23.0,44.0,2.188287955143588
5.0,7.0,24.0,4.995583282831241
2.0,3.0,24.0,6.461585478552352
4.0,11.0,39.0,3.912482240129123
3.0,2.0,20.0,6.505105574094261
8.0,9.0,6.0,4.894090670093285
1.0,2.0,23.0,6.813875848532432
1.0,24.0,5.0,3.5110989532279717
6.0,18.0,26.0,2.5544065963773988
0.0,9.0,5.0,7.635320762227615
7.0,0.0,15.0,5.860417515700597
1.0,21.0,10.0,4.192318884474101
0.0,9.0,28.0,5.4790910804687165
4.0,15.0,29.0,3.2353395170969823
1.0,24.0,38.0,2.783162573057472
2.0,0.0,1.0,8.366426454052949
1.0,18.0,40.0,3.059668254739701
5.0,22.0,4.0,3.795696630094762
2.0,8.0,47.0,4.332865480807294
3.0,0.0,27.0,6.095075129661148
10.0,23.0,27.0,1.720310292756588
10.0,13.0,46.0,2.4437515179754348
6.0,16.0,15.0,3.389302399814283
7.0,9.0,5.0,5.255929281835377
7.0,15.0,2.0,3.4001251802129993
7.0,19.0,47.0,1.8322131050886261
10.0,6.0,6.0,4.667207216542324
10.0,3.0,38.0,4.157479146726696
8.0,1.0,29.0,4.794052589019586
4.0,5.0,36.0,5.084890254943172
0.0,15.0,41.0,3.392857142857143
6.0,23.0,3.0,3.3561434040739404
4.0,1.0,39.0,5.440240699892994
5.0,0.0,35.0,5.219733541362754
10.0,10.0,19.0,3.5842932831216543
5.0,19.0,21.0,3.497985062279892
1.0,23.0,32.0,3.2117153493396344
2.0,12.0,5.0,6.297056979720933
0.0,23.0,12.0,3.415491869164657
4.0,24.0,47.0,1.7125156557523704
3.0,5.0,25.0,5.718726110171796
3.0,21.0,41.0,2.667782924253911
0.0,19.0,15.0,4.73698204576165
5.0,18.0,47.0,2.4521994477810454
3.0,5.0,21.0,5.823382009073109
0.0,15.0,39.0,3.3916626521248108
10.0,6.0,42.0,3.769780107867784
3.0,22.0,43.0,2.3826040134338133
7.0,5.0,47.0,4.318119200125509
1.0,13.0,50.0,3.8023660642708257
9.0,22.0,37.0,1.8788330358464331
6.0,20.0,37.0,1.8891703005083396
8.0,16.0,4.0,3.3725211989111945
5.0,4.0,26.0,5.47971062683705
5.0,15.0,50.0,2.3826511397570136
6.0,19.0,14.0,3.2519083844384187
10.0,14.0,12.0,3.4424649128426883
8.0,15.0,8.0,3.3910451547437845
3.0,12.0,7.0,5.807190437893989
4.0,3.0,26.0,5.732991412670299
6.0,11.0,17.0,4.402929773767433
8.0,5.0,37.0,4.264440127410071
9.0,12.0,5.0,4.100058280446915
6.0,22.0,20.0,2.7126406982522084
9.0,20.0,12.0,2.6810714516764134
9.0,12.0,22.0,3.227344544511494
2.0,8.0,50.0,4.324726551933249
6.0,23.0,39.0,1.7242272686311615
4.0,18.0,20.0,4.083510969002577
4.0,20.0,2.0,4.521691934130604
9.0,13.0,49.0,2.5544864716987528
3.0,3.0,15.0,6.578394135906225
10.0,7.0,29.0,4.224615818341786
8.0,4.0,1.0,5.358923934962944
2.0,16.0,15.0,4.885007704869019
6.0,23.0,10.0,3.3034349262711435
5.0,6.0,4.0,6.492803894343896
1.0,9.0,39.0,4.988118790210194
4.0,17.0,18.0,4.186261912460066
4.0,3.0,48.0,4.834657740760732
8.0,2.0,7.0,5.415599339680371
9.0,11.0,34.0,3.4984947323837012
9.0,11.0,33.0,3.453945127327965
1.0,12.0,35.0,4.434293950886872
9.0,7.0,35.0,4.1145368496585775
0.0,22.0,0.0,3.9375528341718993
5.0,8.0,38.0,4.351840565118703
4.0,6.0,2.0,7.021275354783664
4.0,11.0,26.0,4.269399968123292
6.0,1.0,10.0,6.404826958105647
4.0,5.0,46.0,4.579360107364452
7.0,25.0,43.0,1.8264503441494588
1.0,18.0,5.0,4.9313360586168065
1.0,23.0,3.0,3.558663067015383
2.0,24.0,24.0,3.3057677907121077
5.0,24.0,3.0,3.4504065645297235
10.0,1.0,17.0,4.911013354938985
1.0,15.0,43.0,3.3767920216081446
4.0,0.0,25.0,5.946870847463898
1.0,12.0,26.0,4.841620395927963
3.0,25.0,33.0,3.0215516152660955
4.0,20.0,31.0,2.8376543209876535
8.0,25.0,44.0,1.86656498428545
1.0,18.0,25.0,4.029535052950582
4.0,18.0,27.0,3.4323600238864884
4.0,7.0,20.0,5.224707370687026
0.0,16.0,3.0,5.40897432655143
2.0,6.0,25.0,5.844079522884158
7.0,15.0,15.0,3.276504093859905
5.0,24.0,32.0,2.4057326515240285
4.0,0.0,32.0,5.653806828067188
2.0,17.0,46.0,3.1445861654568215
2.0,5.0,1.0,7.156896423398202
2.0,21.0,12.0,3.9715056319994146
7.0,6.0,10.0,5.352369860879893
3.0,11.0,39.0,4.180743993325904
7.0,9.0,23.0,4.523226270911067
2.0,4.0,28.0,5.9832977662803835
6.0,11.0,12.0,4.7399482464005125
8.0,13.0,40.0,2.9153594035292554
4.0,25.0,39.0,2.841006541171938
5.0,10.0,38.0,3.9746515393519606
4.0,21.0,30.0,2.7654903331003955
2.0,3.0,48.0,4.831126824480464
2.0,11.0,35.0,4.521994717394539
5.0,0.0,36.0,5.185228131656702
0.0,20.0,22.0,4.282244008714597
4.0,10.0,3.0,6.203628974224419
4.0,13.0,37.0,3.512682190401155
9.0,19.0,0.0,2.8283601714947353
3.0,8.0,38.0,4.633471424101609
6.0,14.0,6.0,4.164255840845404
0.0,25.0,28.0,3.364782150597809
8.0,24.0,2.0,2.6367043262074055
3.0,17.0,8.0,4.8890904180593795
0.0,14.0,43.0,3.7220969431916537
8.0,12.0,45.0,3.155432234959503
3.0,24.0,38.0,2.8686445686930435
9.0,25.0,28.0,1.9616971625135249
0.0,11.0,3.0,7.130467851315306
1.0,8.0,4.0,7.719784077827643
4.0,9.0,43.0,3.9738883607181847
7.0,16.0,37.0,1.9527639594364348
0.0,12.0,21.0,5.344709743121005
8.0,14.0,26.0,2.814507064868337
9.0,18.0,30.0,1.838160837609374
5.0,2.0,3.0,7.065936020918148
8.0,16.0,29.0,2.1006630539166085
0.0,25.0,50.0,1.8981481481481481
8.0,8.0,5.0,5.062598924743215
8.0,21.0,29.0,2.0178096632807794
9.0,5.0,35.0,4.2420570647892974
8.0,3.0,43.0,4.130424866117451
7.0,6.0,7.0,5.524068483253342
1.0,0.0,27.0,6.47885822101308
10.0,21.0,32.0,1.8213906256385106
1.0,15.0,4.0,5.632375285389844
8.0,19.0,24.0,2.6663852813558515
7.0,11.0,17.0,4.323260090068309
3.0,23.0,15.0,3.036422824540669
9.0,10.0,48.0,3.118649788718878
3.0,0.0,5.0,7.991972057640258
0.0,4.0,14.0,7.436789863864122
10.0,2.0,8.0,4.977280521262003
3.0,3.0,48.0,4.82399269773151
0.0,24.0,17.0,3.3704684643716116
3.0,2.0,32.0,5.861676640570321
1.0,13.0,46.0,3.8159479793212134
10.0,5.0,43.0,3.7701997693601292
1.0,22.0,47.0,2.1794062557504206
2.0,2.0,32.0,6.059171039726056
8.0,23.0,19.0,2.7688252167440344
5.0,19.0,45.0,2.4776779902652692
6.0,23.0,36.0,1.830385304944366
8.0,7.0,16.0,4.700933802962359
5.0,11.0,15.0,4.6590053193993315
3.0,14.0,1.0,5.53840301470351
7.0,3.0,44.0,4.425474647133992
1.0,9.0,2.0,7.635320762227614
4.0,21.0,31.0,2.772572461892608
10.0,18.0,49.0,1.897820431376108
3.0,12.0,29.0,4.254151148355058
6.0,10.0,8.0,5.141573131212453
10.0,1.0,15.0,4.993771433254912
1.0,19.0,21.0,4.412418300653596
9.0,22.0,9.0,2.20153142164502
6.0,3.0,43.0,4.670412136946291
1.0,6.0,10.0,6.869715381224477
0.0,17.0,36.0,3.28944942971085
8.0,14.0,5.0,3.737456369982548
9.0,16.0,25.0,2.422784833007043
6.0,19.0,31.0,1.9956140350877187
9.0,1.0,25.0,4.787858387439913
8.0,25.0,40.0,1.86656498428545
5.0,25.0,34.0,2.4222521701202266
2.0,15.0,22.0,4.620947636774592
9.0,1.0,18.0,4.967333646914311
2.0,11.0,0.0,6.637947211474817
4.0,2.0,21.0,6.169375241383829
7.0,13.0,28.0,3.315361492321531
1.0,12.0,49.0,4.01019556931055
5.0,0.0,50.0,4.801790281329923
4.0,22.0,37.0,2.8877859459306308
5.0,7.0,48.0,4.227851971493166
4.0,3.0,23.0,5.896661669079109
10.0,15.0,28.0,2.11290890530002
7.0,3.0,13.0,5.736108578721852
0.0,12.0,31.0,4.6065292949597625
2.0,12.0,35.0,4.298117305159969
10.0,4.0,33.0,4.360485108722644
0.0,10.0,43.0,4.6540798628611695
0.0,21.0,38.0,2.851399046818206
